Song,Date,Total Number of Plays for Date
song798,2022-02-23,1
song258,2022-10-16,1
song454,2022-05-31,2
song593,2022-11-19,1
song551,2022-01-15,1
song883,2022-01-17,1
song529,2022-07-06,1
song504,2022-03-08,1
song338,2022-11-24,1
song960,2022-03-17,1
song335,2022-11-19,1
song749,2022-04-15,1
song935,2022-07-20,1
song764,2022-11-29,1
song687,2022-11-30,1
song331,2022-08-23,1
song856,2022-07-22,1
song181,2022-06-08,1
song123,2022-12-17,1
song203,2022-11-06,1
song153,2022-04-20,2
song678,2022-09-03,2
song149,2022-02-01,2
song413,2022-01-29,2
song46,2022-02-01,1
song129,2022-11-28,1
song584,2022-10-09,1
song187,2022-12-09,1
song106,2022-03-30,1
song945,2022-03-12,1
song878,2022-03-11,1
song750,2022-10-05,1
song237,2022-03-05,1
song90,2022-01-16,2
song613,2022-07-31,1
song993,2022-09-15,2
song869,2022-05-05,1
song161,2022-08-20,1
song990,2022-01-15,1
song923,2022-10-04,2
song471,2022-12-24,2
song672,2022-07-04,1
song551,2022-01-12,1
song52,2022-09-26,1
song475,2022-04-26,1
song684,2022-09-23,1
song402,2022-04-23,1
song399,2022-06-22,1
song788,2022-06-26,1
song367,2022-11-06,1
song341,2022-01-18,1
song657,2022-08-05,1
song655,2022-06-24,3
song3,2022-11-26,1
song638,2022-09-04,1
song936,2022-02-20,1
song670,2022-03-08,1
song679,2022-12-17,3
song822,2022-08-21,1
song121,2022-01-23,1
song931,2022-05-04,2
song468,2022-09-21,1
song873,2022-04-01,1
song677,2022-01-07,1
song469,2022-11-01,1
song364,2022-11-14,1
song476,2022-10-08,2
song380,2022-04-08,1
song490,2022-03-17,2
song134,2022-07-04,1
song621,2022-10-23,1
song83,2022-12-17,1
song155,2022-05-15,1
song466,2022-12-28,1
song629,2022-12-07,1
song902,2022-08-13,1
song546,2022-02-21,1
song175,2022-07-13,1
song305,2022-10-05,1
song582,2022-01-25,1
song544,2022-06-30,1
song959,2022-07-20,1
song488,2022-09-02,1
song994,2022-02-26,1
song107,2022-09-30,1
song549,2022-11-16,1
song694,2022-11-15,2
song644,2022-09-06,1
song956,2022-03-22,1
song727,2022-08-23,1
song551,2022-05-04,1
song623,2022-07-06,1
song790,2022-07-21,1
song178,2022-04-08,1
song632,2022-10-16,1
song2,2022-11-26,1
song841,2022-01-18,1
song223,2022-03-06,4
song91,2022-12-07,1
song438,2022-02-24,1
song225,2022-04-30,2
song741,2022-07-10,2
song482,2022-09-21,1
song757,2022-09-04,2
song779,2022-08-15,2
song489,2022-06-28,1
song569,2022-10-17,1
song260,2022-10-16,1
song756,2022-01-15,2
song36,2022-12-06,2
song377,2022-03-10,1
song433,2022-09-05,1
song477,2022-08-26,1
song389,2022-06-04,1
song802,2022-06-27,1
song303,2022-02-08,1
song409,2022-07-14,1
song913,2022-11-03,1
song639,2022-02-13,1
song893,2022-02-14,1
song46,2022-08-02,1
song772,2022-03-13,1
song75,2022-09-19,1
song308,2022-09-23,2
song63,2022-12-05,3
song310,2022-12-30,1
song428,2022-06-15,1
song453,2022-10-01,1
song504,2022-06-02,1
song867,2022-07-05,2
song299,2022-01-22,2
song123,2022-04-23,1
song489,2022-09-18,1
song889,2022-04-07,2
song79,2022-10-15,2
song781,2022-05-21,1
song211,2022-07-07,1
song610,2022-12-22,1
song989,2022-05-11,1
song852,2022-03-16,1
song372,2022-02-10,1
song182,2022-09-10,1
song314,2022-09-11,1
song661,2022-12-16,1
song919,2022-06-12,1
song517,2022-06-21,1
song370,2022-11-30,1
song400,2022-08-05,1
song885,2022-07-19,1
song395,2022-02-09,1
song53,2022-11-02,1
song487,2022-12-13,1
song174,2022-07-18,1
song644,2022-07-12,1
song235,2022-09-03,1
song390,2022-01-05,1
song635,2022-06-04,2
song564,2022-08-03,1
song54,2022-05-30,1
song653,2022-02-18,3
song603,2022-11-05,1
song766,2022-08-14,2
song30,2022-10-18,1
song414,2022-06-20,1
song87,2022-04-10,1
song503,2022-02-13,1
song418,2022-02-24,1
song403,2022-06-06,2
song802,2022-05-10,1
song288,2022-11-08,1
song952,2022-01-19,1
song608,2022-09-21,1
song139,2022-10-29,1
song730,2022-03-24,1
song636,2022-05-25,2
song470,2022-01-29,2
song342,2022-04-22,1
song172,2022-09-13,1
song347,2022-04-24,1
song404,2022-04-03,1
song16,2022-09-01,1
song338,2022-04-22,1
song935,2022-06-03,1
song664,2022-01-24,1
song71,2022-06-28,1
song75,2022-09-27,1
song624,2022-12-24,1
song209,2022-04-08,1
song307,2022-01-28,1
song505,2022-08-20,1
song25,2022-10-22,1
song765,2022-07-24,1
song846,2022-07-02,1
song500,2022-04-01,1
song356,2022-10-24,1
song361,2022-12-24,1
song638,2022-12-24,1
song73,2022-06-07,1
song525,2022-07-16,1
song477,2022-11-14,1
song261,2022-09-22,1
song500,2022-02-19,1
song505,2022-04-04,1
song264,2022-02-16,2
song50,2022-06-26,2
song137,2022-07-04,1
song117,2022-03-09,2
song843,2022-07-10,1
song249,2022-06-17,1
song642,2022-08-03,1
song31,2022-07-17,1
song281,2022-12-05,1
song673,2022-01-14,1
song793,2022-08-10,2
song620,2022-04-25,1
song888,2022-05-02,1
song828,2022-06-04,1
song496,2022-01-23,1
song91,2022-06-19,1
song729,2022-04-21,1
song543,2022-07-04,1
song936,2022-01-03,1
song320,2022-01-04,1
song191,2022-06-11,1
song266,2022-07-04,1
song433,2022-07-26,1
song240,2022-04-02,1
song486,2022-08-11,1
song358,2022-04-30,2
song239,2022-02-12,1
song669,2022-01-16,1
song983,2022-04-29,1
song843,2022-09-24,1
song697,2022-05-27,1
song846,2022-01-06,2
song85,2022-03-25,1
song152,2022-03-15,1
song55,2022-09-23,1
song535,2022-06-24,1
song441,2022-06-08,1
song663,2022-08-27,1
song909,2022-06-06,1
song620,2022-02-18,1
song963,2022-05-03,1
song727,2022-01-04,1
song32,2022-06-07,1
song631,2022-11-05,1
song205,2022-04-23,1
song21,2022-04-29,1
song514,2022-01-09,1
song84,2022-09-19,1
song365,2022-04-20,1
song992,2022-11-13,1
song360,2022-06-13,1
song877,2022-02-13,1
song253,2022-04-20,1
song362,2022-05-08,1
song618,2022-07-08,1
song842,2022-08-06,1
song963,2022-03-06,1
song388,2022-02-28,1
song987,2022-04-23,1
song21,2022-02-07,1
song789,2022-06-03,1
song354,2022-01-09,1
song379,2022-04-30,1
song736,2022-12-05,1
song78,2022-08-24,1
song608,2022-11-14,1
song786,2022-09-17,1
song458,2022-05-21,1
song485,2022-03-27,1
song423,2022-03-02,2
song673,2022-10-15,1
song370,2022-05-06,1
song5,2022-10-06,1
song67,2022-02-25,2
song301,2022-09-18,1
song830,2022-01-13,1
song883,2022-10-27,1
song859,2022-07-07,2
song190,2022-10-05,1
song969,2022-04-22,1
song774,2022-06-09,1
song329,2022-06-13,1
song433,2022-06-25,1
song691,2022-11-23,1
song895,2022-12-06,1
song534,2022-08-02,2
song538,2022-06-06,1
song562,2022-02-24,1
song306,2022-01-30,1
song928,2022-11-09,1
song311,2022-08-27,2
song508,2022-04-12,1
song640,2022-03-17,1
song428,2022-05-17,1
song201,2022-04-28,1
song936,2022-08-12,1
song597,2022-04-25,1
song451,2022-12-15,1
song718,2022-08-06,1
song882,2022-06-02,1
song532,2022-01-31,2
song339,2022-03-30,2
song259,2022-05-23,2
song92,2022-09-22,1
song860,2022-11-16,1
song765,2022-02-27,1
song742,2022-01-17,1
song973,2022-06-15,1
song337,2022-04-22,1
song443,2022-05-10,1
song644,2022-03-07,1
song586,2022-09-04,1
song695,2022-02-02,1
song840,2022-04-15,1
song84,2022-07-11,1
song732,2022-12-11,1
song328,2022-08-29,1
song793,2022-01-22,2
song620,2022-07-17,1
song289,2022-11-20,2
song357,2022-03-22,1
song615,2022-11-23,1
song87,2022-03-10,1
song43,2022-02-10,1
song912,2022-05-14,1
song698,2022-02-06,1
song984,2022-06-03,1
song704,2022-07-14,2
song416,2022-05-04,1
song273,2022-06-10,1
song426,2022-03-10,1
song332,2022-04-14,1
song340,2022-02-05,1
song142,2022-06-14,1
song676,2022-02-02,1
song587,2022-11-04,2
song180,2022-04-12,1
song835,2022-06-21,1
song689,2022-09-03,1
song819,2022-03-11,1
song114,2022-03-28,1
song338,2022-11-29,2
song908,2022-11-07,1
song232,2022-01-05,1
song113,2022-10-11,2
song612,2022-03-29,2
song350,2022-05-20,1
song625,2022-09-14,1
song53,2022-02-02,1
song90,2022-12-26,1
song537,2022-12-21,1
song364,2022-03-11,1
song147,2022-08-09,1
song694,2022-06-14,1
song601,2022-11-26,1
song200,2022-01-27,1
song887,2022-08-13,1
song392,2022-07-10,1
song482,2022-03-12,1
song880,2022-03-26,1
song170,2022-03-27,1
song619,2022-08-28,1
song871,2022-06-20,1
song581,2022-01-18,1
song423,2022-03-11,1
song797,2022-08-26,1
song759,2022-10-01,1
song253,2022-07-18,2
song988,2022-04-02,1
song976,2022-06-18,1
song977,2022-03-20,1
song81,2022-12-10,1
song265,2022-05-14,1
song368,2022-02-08,1
song635,2022-02-28,1
song747,2022-12-08,3
song362,2022-03-15,1
song419,2022-02-16,1
song779,2022-10-10,1
song244,2022-11-27,2
song573,2022-07-08,1
song341,2022-12-10,1
song349,2022-07-15,1
song544,2022-02-15,2
song226,2022-10-18,1
song680,2022-02-20,1
song228,2022-12-11,1
song429,2022-02-12,1
song951,2022-05-31,1
song124,2022-11-26,1
song975,2022-10-01,1
song905,2022-11-10,1
song657,2022-03-15,1
song664,2022-07-07,1
song567,2022-02-04,1
song635,2022-07-13,2
song944,2022-03-30,1
song29,2022-11-02,1
song912,2022-03-24,1
song306,2022-03-21,1
song612,2022-12-08,1
song174,2022-01-22,1
song322,2022-12-28,1
song984,2022-08-27,1
song332,2022-02-28,1
song29,2022-03-02,2
song981,2022-07-07,1
song60,2022-05-19,1
song798,2022-01-14,1
song367,2022-04-13,2
song464,2022-02-14,1
song864,2022-06-07,1
song326,2022-03-01,1
song335,2022-10-24,1
song698,2022-02-25,1
song843,2022-12-05,1
song808,2022-01-20,1
song932,2022-09-14,1
song731,2022-10-20,1
song220,2022-05-03,2
song566,2022-10-24,2
song106,2022-09-22,1
song19,2022-10-26,2
song893,2022-12-25,1
song311,2022-01-13,1
song543,2022-09-28,1
song73,2022-08-25,2
song356,2022-05-29,1
song182,2022-05-16,2
song143,2022-06-30,1
song226,2022-12-24,1
song801,2022-03-31,1
song462,2022-04-26,1
song348,2022-12-30,1
song181,2022-06-19,1
song904,2022-04-10,1
song528,2022-07-06,2
song171,2022-10-15,1
song17,2022-04-06,1
song172,2022-10-26,1
song327,2022-08-11,1
song287,2022-09-24,2
song68,2022-11-28,1
song119,2022-01-23,2
song562,2022-11-01,1
song40,2022-11-18,1
song146,2022-04-16,1
song368,2022-04-11,1
song530,2022-12-07,1
song735,2022-11-21,1
song238,2022-07-09,1
song823,2022-08-22,1
song337,2022-11-22,1
song438,2022-07-03,1
song307,2022-05-31,1
song766,2022-05-06,1
song744,2022-10-03,1
song345,2022-06-24,2
song459,2022-10-06,1
song542,2022-01-20,1
song213,2022-03-05,1
song610,2022-05-11,1
song528,2022-02-22,1
song524,2022-12-23,1
song191,2022-06-27,1
song949,2022-06-27,2
song491,2022-05-05,1
song19,2022-01-27,1
song823,2022-12-16,1
song830,2022-07-27,1
song631,2022-06-07,1
song111,2022-06-20,1
song632,2022-10-14,1
song544,2022-02-10,1
song970,2022-08-24,1
song905,2022-10-12,1
song521,2022-10-18,1
song995,2022-05-08,1
song7,2022-09-26,2
song568,2022-12-27,1
song850,2022-12-11,1
song442,2022-05-18,1
song278,2022-12-11,1
song544,2022-04-16,1
song921,2022-03-23,1
song657,2022-11-25,1
song424,2022-10-14,3
song682,2022-07-16,1
song658,2022-06-03,1
song675,2022-03-29,1
song893,2022-08-28,1
song186,2022-08-07,1
song785,2022-02-16,1
song968,2022-10-21,1
song237,2022-05-23,1
song649,2022-05-16,1
song136,2022-07-23,1
song19,2022-04-28,2
song233,2022-03-18,1
song668,2022-08-03,1
song116,2022-03-20,1
song618,2022-06-14,1
song549,2022-09-22,1
song124,2022-04-07,1
song522,2022-06-03,1
song479,2022-04-22,1
song385,2022-04-05,1
song979,2022-04-30,1
song728,2022-04-07,1
song85,2022-05-11,1
song44,2022-10-10,1
song631,2022-06-14,1
song574,2022-10-14,1
song403,2022-12-05,1
song58,2022-04-14,2
song299,2022-02-18,1
song967,2022-07-16,1
song87,2022-02-24,1
song208,2022-04-28,1
song618,2022-08-24,2
song104,2022-09-30,2
song624,2022-12-29,1
song971,2022-12-13,1
song77,2022-10-25,1
song92,2022-03-21,1
song493,2022-07-24,2
song46,2022-05-22,1
song554,2022-06-11,1
song811,2022-10-17,2
song60,2022-11-02,1
song782,2022-09-17,1
song38,2022-09-07,2
song143,2022-04-06,1
song920,2022-11-05,1
song476,2022-03-15,1
song185,2022-01-21,1
song196,2022-10-04,1
song481,2022-05-16,1
song216,2022-01-16,2
song9,2022-02-25,1
song382,2022-10-03,1
song54,2022-07-31,1
song61,2022-11-27,1
song151,2022-06-12,1
song937,2022-05-15,1
song456,2022-02-27,2
song614,2022-11-11,1
song284,2022-11-03,1
song461,2022-08-13,1
song430,2022-05-25,1
song316,2022-12-04,1
song648,2022-05-29,1
song579,2022-12-15,1
song750,2022-07-25,1
song721,2022-06-12,2
song331,2022-03-16,2
song315,2022-06-24,1
song860,2022-12-29,1
song86,2022-06-13,1
song37,2022-03-26,1
song159,2022-10-08,1
song712,2022-02-17,1
song424,2022-04-05,1
song448,2022-06-20,1
song693,2022-08-18,1
song392,2022-07-19,1
song800,2022-04-03,2
song109,2022-07-18,2
song68,2022-09-07,2
song888,2022-12-03,1
song140,2022-07-19,1
song708,2022-02-24,1
song69,2022-03-07,1
song944,2022-01-25,2
song845,2022-06-08,2
song456,2022-03-15,1
song927,2022-10-13,1
song739,2022-09-30,1
song933,2022-08-01,1
song62,2022-10-29,2
song618,2022-05-28,1
song720,2022-08-15,1
song15,2022-08-28,1
song572,2022-06-07,1
song329,2022-03-20,1
song840,2022-10-21,2
song227,2022-08-07,1
song511,2022-06-21,1
song358,2022-06-12,2
song599,2022-04-23,1
song782,2022-07-17,1
song505,2022-07-20,1
song813,2022-01-14,1
song43,2022-01-16,1
song114,2022-01-26,1
song705,2022-12-13,1
song242,2022-11-12,1
song509,2022-09-28,1
song57,2022-09-27,1
song846,2022-03-20,2
song55,2022-11-08,1
song214,2022-04-29,1
song482,2022-10-08,1
song753,2022-02-22,1
song880,2022-04-19,1
song771,2022-07-28,1
song721,2022-12-04,1
song829,2022-04-24,1
song670,2022-10-07,2
song224,2022-01-12,1
song208,2022-12-29,1
song438,2022-08-22,1
song238,2022-11-03,1
song857,2022-09-30,1
song713,2022-09-27,1
song808,2022-08-11,1
song79,2022-08-09,1
song462,2022-05-17,1
song617,2022-10-28,1
song252,2022-03-25,1
song370,2022-04-18,1
song871,2022-08-13,1
song607,2022-03-12,1
song538,2022-04-22,1
song456,2022-09-24,1
song297,2022-04-06,1
song345,2022-09-25,1
song103,2022-03-29,1
song208,2022-08-23,1
song517,2022-06-28,2
song511,2022-11-06,1
song979,2022-11-27,1
song707,2022-01-23,1
song329,2022-06-17,1
song235,2022-04-02,1
song452,2022-01-03,1
song263,2022-03-04,1
song300,2022-02-09,1
song131,2022-07-09,1
song519,2022-11-16,1
song907,2022-04-01,1
song153,2022-04-03,1
song465,2022-08-09,1
song844,2022-01-14,1
song79,2022-12-15,1
song438,2022-10-30,1
song186,2022-01-21,1
song996,2022-11-28,1
song267,2022-10-27,1
song974,2022-11-30,1
song389,2022-08-25,1
song26,2022-07-15,1
song226,2022-03-21,1
song410,2022-05-31,1
song963,2022-04-28,2
song465,2022-11-25,1
song242,2022-11-16,2
song370,2022-06-06,1
song359,2022-03-10,1
song97,2022-12-15,1
song613,2022-04-22,2
song594,2022-05-17,1
song776,2022-05-02,1
song946,2022-02-16,1
song36,2022-07-17,1
song778,2022-12-24,1
song595,2022-08-25,1
song602,2022-10-08,1
song661,2022-01-03,1
song934,2022-08-08,1
song315,2022-06-13,1
song361,2022-03-06,1
song345,2022-05-25,1
song163,2022-05-26,2
song47,2022-05-18,1
song441,2022-12-22,1
song346,2022-11-22,1
song169,2022-05-05,1
song776,2022-07-03,1
song190,2022-12-26,1
song96,2022-04-08,1
song768,2022-08-17,1
song285,2022-05-06,1
song638,2022-08-22,1
song830,2022-08-04,1
song554,2022-06-14,1
song634,2022-02-05,1
song651,2022-10-16,1
song55,2022-04-28,1
song481,2022-01-01,1
song797,2022-01-21,2
song837,2022-05-03,1
song994,2022-04-28,1
song40,2022-07-25,1
song5,2022-03-23,1
song399,2022-10-21,1
song558,2022-12-11,1
song995,2022-09-11,1
song773,2022-09-06,1
song913,2022-11-01,1
song183,2022-12-07,1
song724,2022-08-13,3
song124,2022-10-29,1
song499,2022-12-01,2
song347,2022-12-20,1
song165,2022-09-15,1
song109,2022-12-14,1
song322,2022-06-19,1
song442,2022-06-14,1
song23,2022-06-26,1
song712,2022-12-07,1
song651,2022-12-22,1
song260,2022-09-10,1
song594,2022-04-19,2
song493,2022-12-08,1
song211,2022-07-09,1
song761,2022-12-25,1
song376,2022-09-25,1
song472,2022-05-22,1
song275,2022-04-08,2
song961,2022-07-11,2
song568,2022-11-11,1
song963,2022-03-12,1
song274,2022-10-12,1
song557,2022-08-21,1
song605,2022-03-23,1
song853,2022-11-15,1
song708,2022-03-23,1
song601,2022-06-26,1
song479,2022-02-24,1
song797,2022-10-10,1
song323,2022-10-24,1
song478,2022-07-11,1
song133,2022-11-25,1
song857,2022-09-03,1
song136,2022-11-12,1
song283,2022-03-01,1
song317,2022-09-23,1
song189,2022-03-28,1
song257,2022-05-04,1
song619,2022-11-10,1
song78,2022-06-17,1
song828,2022-12-14,1
song809,2022-06-16,1
song626,2022-02-26,1
song530,2022-10-08,2
song635,2022-10-21,1
song221,2022-11-29,2
song136,2022-08-03,1
song15,2022-03-04,1
song145,2022-07-14,2
song644,2022-12-16,2
song465,2022-05-09,1
song52,2022-08-07,1
song797,2022-07-11,1
song617,2022-12-20,1
song819,2022-08-12,1
song392,2022-10-03,1
song549,2022-01-24,1
song538,2022-09-23,1
song326,2022-05-11,1
song666,2022-09-05,1
song819,2022-08-08,2
song987,2022-07-18,1
song365,2022-05-07,2
song67,2022-03-30,1
song382,2022-01-01,2
song612,2022-02-19,1
song559,2022-05-09,1
song546,2022-02-11,1
song852,2022-09-21,2
song304,2022-12-11,1
song92,2022-02-11,1
song365,2022-04-14,1
song511,2022-05-13,1
song485,2022-12-06,1
song64,2022-07-12,1
song676,2022-03-01,1
song223,2022-02-25,1
song245,2022-09-14,1
song311,2022-12-26,1
song900,2022-07-08,1
song479,2022-05-12,1
song386,2022-02-22,1
song500,2022-08-15,1
song176,2022-06-11,1
song341,2022-07-17,1
song303,2022-03-04,1
song837,2022-05-17,1
song933,2022-05-13,1
song18,2022-08-23,1
song391,2022-10-13,1
song278,2022-12-14,1
song715,2022-12-14,1
song232,2022-05-18,2
song521,2022-08-06,1
song537,2022-09-22,1
song690,2022-09-28,1
song802,2022-02-17,2
song493,2022-09-10,1
song509,2022-04-05,1
song890,2022-10-11,1
song982,2022-05-19,1
song102,2022-05-03,2
song23,2022-12-12,1
song129,2022-04-11,1
song862,2022-01-15,1
song342,2022-01-23,1
song62,2022-11-17,1
song147,2022-09-29,1
song276,2022-04-12,1
song349,2022-10-21,2
song529,2022-10-19,1
song996,2022-05-18,1
song513,2022-03-18,1
song248,2022-07-25,1
song802,2022-07-27,1
song875,2022-09-21,1
song548,2022-11-08,1
song247,2022-02-19,1
song886,2022-07-02,1
song412,2022-05-25,1
song970,2022-07-30,1
song726,2022-05-31,1
song726,2022-05-02,1
song892,2022-08-16,1
song135,2022-12-22,1
song203,2022-08-04,1
song554,2022-06-27,1
song454,2022-05-02,1
song703,2022-03-08,1
song64,2022-03-26,1
song660,2022-01-18,1
song342,2022-11-30,1
song803,2022-12-19,2
song748,2022-03-11,1
song940,2022-05-01,1
song926,2022-04-10,1
song480,2022-09-05,1
song96,2022-01-20,1
song393,2022-09-18,1
song412,2022-01-17,1
song448,2022-11-25,1
song380,2022-12-09,1
song501,2022-10-22,2
song216,2022-12-21,1
song180,2022-07-25,1
song324,2022-10-04,1
song221,2022-07-23,1
song787,2022-07-22,1
song467,2022-06-11,1
song927,2022-07-07,1
song200,2022-06-02,1
song81,2022-10-13,1
song624,2022-08-30,1
song928,2022-01-22,1
song429,2022-11-17,1
song734,2022-02-02,1
song705,2022-03-03,1
song798,2022-12-26,1
song649,2022-07-24,1
song584,2022-06-26,2
song100,2022-09-16,1
song73,2022-11-17,1
song303,2022-03-10,1
song38,2022-04-06,1
song673,2022-10-29,1
song525,2022-11-18,1
song306,2022-10-15,1
song363,2022-04-04,1
song464,2022-10-12,1
song430,2022-10-13,1
song782,2022-09-30,2
song590,2022-05-16,2
song492,2022-08-04,1
song943,2022-03-20,1
song230,2022-09-23,1
song880,2022-08-22,1
song261,2022-04-04,1
song513,2022-05-08,1
song849,2022-10-25,1
song691,2022-04-20,1
song997,2022-05-05,1
song39,2022-02-13,1
song999,2022-11-02,1
song749,2022-05-30,1
song338,2022-08-21,1
song354,2022-12-29,1
song446,2022-04-01,2
song467,2022-11-27,1
song39,2022-07-07,1
song709,2022-07-09,1
song887,2022-02-22,1
song142,2022-06-20,1
song745,2022-06-02,1
song431,2022-09-02,1
song989,2022-09-06,1
song687,2022-07-28,2
song256,2022-09-18,1
song390,2022-04-26,1
song620,2022-12-05,1
song188,2022-10-23,1
song509,2022-02-08,1
song203,2022-05-21,1
song911,2022-02-01,1
song927,2022-09-07,1
song406,2022-05-19,1
song82,2022-06-11,1
song807,2022-04-30,1
song498,2022-11-01,3
song641,2022-05-31,1
song595,2022-05-27,1
song335,2022-05-28,2
song356,2022-02-21,1
song135,2022-02-20,2
song357,2022-01-10,1
song904,2022-04-11,1
song6,2022-09-25,1
song256,2022-06-06,1
song878,2022-06-21,1
song820,2022-09-24,1
song49,2022-04-02,1
song727,2022-09-29,1
song283,2022-08-27,1
song992,2022-05-22,1
song245,2022-04-06,1
song194,2022-09-14,1
song835,2022-03-12,1
song145,2022-09-05,1
song375,2022-06-07,1
song242,2022-04-25,1
song684,2022-12-11,1
song435,2022-10-21,1
song479,2022-07-20,2
song16,2022-08-21,1
song71,2022-12-08,1
song600,2022-05-09,1
song466,2022-12-03,1
song777,2022-12-05,1
song786,2022-08-22,1
song912,2022-10-30,1
song624,2022-07-22,2
song787,2022-05-19,1
song551,2022-07-18,1
song345,2022-03-04,1
song309,2022-01-14,1
song21,2022-06-30,1
song940,2022-12-08,1
song506,2022-04-16,1
song875,2022-11-11,1
song882,2022-05-21,1
song511,2022-05-26,1
song0,2022-01-28,2
song215,2022-09-12,1
song965,2022-10-31,1
song369,2022-08-04,2
song864,2022-02-11,1
song744,2022-11-25,1
song923,2022-01-30,1
song924,2022-08-24,2
song941,2022-03-04,1
song398,2022-05-30,1
song72,2022-06-11,1
song876,2022-01-27,1
song7,2022-06-27,1
song224,2022-02-27,2
song147,2022-01-27,1
song200,2022-07-29,1
song113,2022-10-27,1
song161,2022-08-28,1
song84,2022-01-17,2
song667,2022-05-31,1
song219,2022-07-18,1
song984,2022-11-08,1
song61,2022-11-25,1
song807,2022-05-08,1
song935,2022-05-19,1
song854,2022-08-17,2
song930,2022-07-24,1
song713,2022-07-19,1
song675,2022-03-07,1
song204,2022-01-13,1
song728,2022-10-10,1
song528,2022-03-09,1
song793,2022-06-01,2
song684,2022-05-29,1
song151,2022-06-20,1
